Saint ID,Saint,Primary Museum Section,Alternative Museum Sections,Museum Section Tier,Museum Section Confidence,Museum Section Rationale,Museum Section Internal Placement Note,Family ID,Curatorial Family,Family Size,Spiritual regions,Sampradaya,Normalized places
rec2kQu9FUpLwcr1U,Sri Kuldip Giri of Guptakashi,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Mandakini Valley,(No Sampradaya),"Guptakashi, Uttarakhand, India"
recyhz7fhVbudWcOu,Sri Kuman Poreiton (Mauna Baba) of Assam,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",Family FAM-053 is present but not mapped to a stronger section override; review family tree if this placement feels off.,FAM-053,,2,Assam General,(No Sampradaya),Assam
recKiuU0AttNpHSWj,Sri Madhan Mohan Das,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,,(No Sampradaya),
recbYJHFy6fKjRep6,Sri Madhavananda ji Swami of Hubli,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Veerashaiva / Lingayat Belt,(No Sampradaya),"Hubli, Karnataka, India"
rec22myGeXtFWce1G,"Sri Mahant Ramdulare Damajj Maharaj of Sri Sita Ram Mandir, Akhil Bharati Sri Panch Ramanandji Kaaki Amhara, Ujjain, Madhya Pradesh",Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Shaiva-Ujjain Region,(No Sampradaya),"Ujjain, Madhya Pradesh, India"
recOYRXmecpwN3Unl,Sri Mahapurusha Madhavdev of Majuli/ Assam,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Assam General,(No Sampradaya),Assam
recaNtSLYQh5Fm4lN,Sri Mahapurusha Sankardev of Majuli/ Assam,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Assam General,(No Sampradaya),Assam
recV9C9kIiVVqlPpw,"Sri Maharshri Sahi Swami ji Maharaj of Patna, Bihar (Ram Lakhan Path, Ashok Nagar, Lohia Nagar, Patna)",Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Bihar General,(No Sampradaya),"Patna, Bihar, India"
rec5nItvGYsM5rwtG,Sri Maheshwar Yogi ,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,,(No Sampradaya),
recaJbcW7q1Y5f4bC,Sri Mallesh Baba of Hyderabad ,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Telangana General,(No Sampradaya),"Hyderabad, Telangana, India"
recoPhGVZxY6UthiD,"Sri Mangaldas ji Maharaj of Ujjain, Madhya Pradesh",Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Shaiva-Ujjain Region,(No Sampradaya),"Ujjain, Madhya Pradesh, India"
rec4h3DhRd94Ee8yz,Sri Mataji Nirmala Devi ,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,,(No Sampradaya),
reczKrjEcAZkNCXBr,Sri Mounaguru Swamigal,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,,(No Sampradaya),
recyk3KlMHvT4dYKJ,"Sri Muddiappa of Hampi, Katakapalli, Andhra Pradesh ",Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Vijayanagara Heritage,(No Sampradaya),"Andhra Pradesh
Hampi, Karnataka, India"
recbpMLEM3TQYxbwd,Sri Naagalinga Swami Sidhar of Puducherry,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Puducherry General,(No Sampradaya),"Puducherry, Puducherry, India"
recXb858AhfykGq4w,Sri Narayan Giri Maharaj ,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,,(No Sampradaya),
recfylPUpZDCVEeQp,Sri Narayandas Bapu of Munjiya Ashram,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,,(No Sampradaya),
recRWteZMKTbR4ckh,Sri Narotamanandji Maharaj ,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,,(No Sampradaya),
recYzOjOFHMcGEsJV,Sri Palani Swami of Palani ,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Murugan Tradition,(No Sampradaya),"Palani, Tamil Nadu, India"
recGRMgYhGmK61WAC,Sri Panchan Das of Chandigarh ,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Chandigarh General,(No Sampradaya),"Chandigarh, India"
recIqK1WjTXyiSSGr,Sri Paramahamsa Advaitananda Saraswati ji,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,,(No Sampradaya),
recG5hPbr3Rgvx80V,"Sri Paramahamsa Swami Sandipendra of Baglamukhi Temple, Agar, Madhya Pradesh",Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Madhya Pradesh General,(No Sampradaya),Madhya Pradesh
rectqE1YWAEVoP9z3,Sri Parampujya Appaji of Belgaon ,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Veerashaiva / Lingayat Belt,(No Sampradaya),"Belagavi, Karnataka, India"
recaCk9vTAVLCjjFE,Sri Partha Baba of Pental near Katra (Vaishno Devi Place),Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Jammu and Kashmir General,(No Sampradaya),"Vaishno Devi, Katra, Jammu and Kashmir, India"
recqlhfsI5UV1pFLn,Sri Prabudhananda Saraswati Maharaj - Swami Gopal Krishna,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,,(No Sampradaya),
recz5ca1IAP6fByeW,"Sri Pujya Dadaji of Shimla, Himachal Pradesh",Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Shimla Region,(No Sampradaya),"Shimla, Himachal Pradesh, India"
rec1ka8KyvHIO1Iq8,Sri Radha Govind Dasji (Mauni Baba) ,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,,(No Sampradaya),
recAG5KsM9dULkWl4,Sri Radha Vallabha Das,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,,(No Sampradaya),
rec7YA7eCwApr1I5y,Sri Ram Mangal Dasji Maharaj of ?? ,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,,(No Sampradaya),
recS219tOPLmyO8YG,Sri Ram Prasad Das & Sri Madhav Das,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,,(No Sampradaya),
recOMJQF11bylWIHR,Sri Ram Shaiyya of ??  ,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,,(No Sampradaya),
recmXwcymGPlpQ7sY,Sri Ram Sharma Acharya of Gayatri Pariwar ,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,,(No Sampradaya),
recgQf22pongtyYV6,Sri Ramdas Baba ji ,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,,(No Sampradaya),
recjdmdb2e3YENF8B,Sri Ramgopaldas Maharaj Mahant of Chyavan Rishi Ashram,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,,(No Sampradaya),
recQtg0xeQPQa16wA,Sri Rishi Bakka (Pa-Gang) ,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,,(No Sampradaya),
rectoFoUzNw7N6tsf,Sri Rishi Gaew (Cristal Rishi) of Thailand ,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,,(No Sampradaya),
recmWirQlF3WoLTYk,Sri Rishi Vashishta (+ Vashishta and Sita cave Devghat Triben Nepal ,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,,(No Sampradaya),
recKtDIb88PWMib5O,Sri Rupam Vyas of Ujjain,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Shaiva-Ujjain Region,(No Sampradaya),"Ujjain, Madhya Pradesh, India"
recmnzklbsFkmcOUh,Sri Saibhakt Nana Saheb Nimonkar Deshpande ,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,,(No Sampradaya),
recDMECWsfd4aUYQE,Sri Sakerei Siddhar of Palani ,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Murugan Tradition,(No Sampradaya),"Palani, Tamil Nadu, India"
reckCdVWoCChGRSeK,Sri Samadhi Swami of ??? ,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,,(No Sampradaya),
recaO09wTIHbVbqdP,Sri Sanatan Das,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,,(No Sampradaya),
recCILjO1fpLxkZ4V,Sri Sanatan Das Babaji ,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,,(No Sampradaya),
recwwWJB8qthsXbZl,Sri Shankari Mai Jiew (Trilanka Swami),Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,,(No Sampradaya),
recicFhAX8NxwepVF,"Sri Shiv Narayan Das (Nepali Baba) of Mansa Devi, Chandigarh",Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Chandigarh General,(No Sampradaya),"Chandigarh, India"
reczWGQTnjOMWYSYl,"Sri Shiva Kumar Swami of Siddaganga Mutt, Tumkur, Karnataka ",Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Veerashaiva / Lingayat Belt,(No Sampradaya),"Tumakuru, Karnataka, India"
recPXP5H1JT02Vdhm,Sri Shreemad Bhakti Bhilash Bharati,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,,(No Sampradaya),
recBMlvHWJJajHMnM,Sri Shrimat Sacchidanand Swami Maharaj of Shinor,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Narmada Region,(No Sampradaya),"Shinor, Gujarat, India"
recDzej9PiC98nmwF,"Sri Shukadevananda Maharaj of Kathog, Jwalaji",Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Kangra Shakti Region,(No Sampradaya),"Kathog, Jwalamukhi, Himachal Pradesh, India"
recSxrx00UB69r7O8,"Sri Shukadevananda Maharaj of Ramni Dham, Jwalaji",Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Kangra Shakti Region,(No Sampradaya),"Ramni Dham, Jwalamukhi, Himachal Pradesh, India"
recZWdPRcYYUN7pET,"Sri Siddha Rudha Swami of Hubli, Karnataka, Maharashtra ",Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Veerashaiva / Lingayat Belt,(No Sampradaya),"Hubli, Karnataka, India
Maharashtra"
recV3HOkcF04DozDj,Sri Sigmund Feuerabendt of Bayreuth,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,,(No Sampradaya),
recrR2rQ8fUgEKiDR,Sri Sitaram Baba of Bodhgaya ,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Bihar General,(No Sampradaya),"Bodhgaya, Bihar, India"
reckSXcNjAuFpOtK4,Sri Sitaram Bapu of ??,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,,(No Sampradaya),
rec7wI21383fcNIve,"Sri Siyaram Baba of Hanuman Temple, Mohammed Badodiya, Madhya Pradesh ",Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Madhya Pradesh General,(No Sampradaya),Madhya Pradesh
recd4WTEEaADXaJgj,"Sri Siyaram Baba of Khargone, Madhya Pradesh",Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Madhya Pradesh General,(No Sampradaya),Madhya Pradesh
recd7LPsJWfdAH5HU,"Sri Sri 1008 Baba Kalyan Das ji Maharaj (Kaale Baba) of Bilaspur, Himachal Pradesh",Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Himachal Pradesh General,(No Sampradaya),"Bilaspur, Himachal Pradesh, India"
recOTh7Spyq1ic759,"Sri Sri 1008 Peer Sri Mahant Rajendra Bharatiji Maharaj of Datt Akhada, Gaadipati, Ujjain, Chipra tat, Madhya Pradesh",Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Shaiva-Ujjain Region,(No Sampradaya),"Ujjain, Madhya Pradesh, India"
reckMEo9zwH4wKJJM,"Sri Sri 1008 Sri Dadaji Dhuniwaley (Sri Keshavanandji Maharaj) of Kheri Ghat, Narmada, Madhya Pradesh",Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,"Narmada Region
Madhya Pradesh General",(No Sampradaya),"Narmada, Madhya Pradesh, India"
recN0yF3WYvNorxNW,"Sri Sri 108 Sri Pardeshi Das of Aktahiya, Rudrapur ",Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Uttar Pradesh General,(No Sampradaya),"Aktahiya, Rudrapur, Uttar Pradesh, India"
recQTaLJGkfBoAU2w,"Sri Sri 108 Sri Trilokidas of Gadighat, Mailani, U.P. ",Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Uttar Pradesh General,(No Sampradaya),"Gadighat, Mailani, Uttar Pradesh, India"
recNCHFgORFcwkPZW,Sri Sri Indi Swami Kashi Ashram ji Maharaj ,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,,(No Sampradaya),
rec90EgAMYeUMCATW,"Sri Sri Ramabhadrananda Swamikal of Allapuzha, Kerala",Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Kerala General,(No Sampradaya),Kerala
rec2nZkEPSKUov5Tj,"Sri Sri Sri Sadguru Balanjaneya Swami of Bellary, Karnataka",Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Karnataka General,(No Sampradaya),Karnataka
rec8CiqYCE8loBuDl,"Sri Sri Sri Sadhguru Mahadeva Thatha of Sri Kshetra Sangama, Mysuru, Karnataka",Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Karnataka General,(No Sampradaya),Karnataka
recZmfYhZM1sxjJ8O,Sri Sri Swami Atamram Nand Puriji Maharaj ,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,,(No Sampradaya),
recBpkMpvzm57a1J8,Sri Sri Viyyasanjo Prabhupad Kanupriya Goswami Maharaj ,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,,(No Sampradaya),
recV4EgqDCl3KlE5h,Sri Sripad Shukadev Das Goswami ,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,,(No Sampradaya),
recBMTxwzsTVoDiOk,Sri Swami Bidhyanand ji Maharaj of ??? and Sri Gopilal ji Goswami,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,,(No Sampradaya),
rec5AK5ADSjNNh2Zh,"Sri Swami Brahmapadanand Saraswati of Sri Rama Dasa Ashram, Chengottukonam, Kerala",Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Kerala General,(No Sampradaya),Kerala
recHatM8WlLSqKeyy,Sri Swami D.R. Paravatikar Veena Maharaj ,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,,(No Sampradaya),
recr2CTcUbP13CgUQ,Sri Swami Ganesh Dasji Maharaj  ,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,,(No Sampradaya),
rec0wJK2U7kBE9S7o,Sri Swami Maheshanand ji ,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,,(No Sampradaya),
recCMWvEFN2evnzKJ,Sri Swami Manuvaraya ji Maharaj of ??,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,,(No Sampradaya),
receipszGYRnJRtAj,Sri Swami Nityananda of Pental near Katra (Vaishno Devi Place),Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Jammu and Kashmir General,(No Sampradaya),"Vaishno Devi, Katra, Jammu and Kashmir, India"
recyn3TFIzmxgoC7R,"Sri Swami Sarveshananda Baharti of Maleti Bhanala, Kangra Himachal",Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,"Kangra Shakti Region
Kullu-Manali Yogic Region",(No Sampradaya),"Maleti Bhanala, Kangra District, Himachal Pradesh, India
Yogniketan Ashram, Manali, Himachal Pradesh, India"
recKz1I0AWfV45lRm,Sri Swarup Damodhar of ??? ,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,,(No Sampradaya),
recdGe7mYsiQM0nxM,"Sri Thakkalai Swami of Thiruvananthapuram, Kerala",Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Southern Kerala,(No Sampradaya),"Thiruvananthapuram, Kerala, India"
rec5hoT3MY3b5Vb3K,Sri Thangal Karipoor Abdul Salam of ??,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,,(No Sampradaya),
recgKrcZzKVVTquDv,"Sri Vatareshwar Sanstan of St. Inez, Panaji, Goa",Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Goa General,(No Sampradaya),Goa
rec2YQrUqUzdITsHZ,Sri Vidyadhiraja Chattambi Swami Tiruvadikal,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,,(No Sampradaya),
recBhtH9RZKgIOAdl,Sri Vishambardasji Maharaj of Kangra,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Kangra Shakti Region,(No Sampradaya),"Kangra, Himachal Pradesh, India"
recpKvax2OFIJNQWT,"Sri Vishudhanand Ji Saraswati (Khir Baba) of Kangra, Himachal",Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",Family FAM-036 is present but not mapped to a stronger section override; review family tree if this placement feels off.,FAM-036,,2,Himachal Pradesh General,(No Sampradaya),"Bir, Himachal Pradesh, India"
recQq1sZzwupfjFYm,Sri Vishwatmanand Giriji Maharaj ,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,,(No Sampradaya),
recYsyXC0Rvgr28JH,Sri Yedehalli Ajji of Mughal Khod,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",Family FAM-080 is present but not mapped to a stronger section override; review family tree if this placement feels off.,FAM-080,,2,Veerashaiva / Lingayat Belt,(No Sampradaya),"Mughal Khod, Karnataka, India"
recjdimhvlLtDD0Zs,Sri Yellaling Maharaj of Mughal Khod,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",Family FAM-080 is present but not mapped to a stronger section override; review family tree if this placement feels off.,FAM-080,,2,Veerashaiva / Lingayat Belt,(No Sampradaya),"Mughal Khod, Karnataka, India"
recIE7h4k6e7GJnGa,"Sri Yerriswamy of Chellagurki, Karnataka",Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Karnataka General,(No Sampradaya),Karnataka
recXEQEn9vNl1zmig,"Sri Yogi Jagdish Baba of Azamgarh, Uttar Pradesh",Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Eastern Uttar Pradesh,(No Sampradaya),"Azamgarh, Uttar Pradesh, India"
rech22HeroVvXWxXO,Tulare,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,,(No Sampradaya),
recaTTfjinlSVDk4n,Unknown collection ,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,,(No Sampradaya),
recK9i0V5dVwDqzaF,Unknown Saint White cloth and photo (man and cow) with tree under which Shiva Meditated,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,,(No Sampradaya),
recsUUsYXvsrkd1ZZ,Vishwaswaroop Murti ,Needs Research,,Tertiary,Low,"No strong family, sampradaya, or spiritual-region section could be inferred. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,,(No Sampradaya),
recMWQBcwOY0k8D0S,Guru of Gyan Das ji Maharaj of Ayodhya ,Rama & Avadh,Needs Research,Tertiary,Medium,"Spiritual region maps to Rama & Avadh. Tier proposed as Tertiary because placement is contextual, inferred, or lower-confidence.",,,,,Rama & Avadh,(No Sampradaya),"Ayodhya, Uttar Pradesh, India"
